Date,Open,High,Low,Close
1999-01-29,2371.04,2371.04,2371.04,2371.04
1999-02-01,2375.89,2375.89,2375.89,2375.89
1999-02-02,2378.1,2378.1,2378.1,2378.1
1999-02-03,2374.89,2374.89,2374.89,2374.89
1999-02-04,2400.63,2400.63,2400.63,2400.63
1999-02-05,2393.64,2393.64,2393.64,2393.64
1999-02-08,2408.44,2408.44,2408.44,2408.44
1999-02-09,2373.18,2373.18,2373.18,2373.18
1999-02-10,2369.99,2369.99,2369.99,2369.99
1999-02-11,2379.38,2379.38,2379.38,2379.38
1999-02-12,2406.51,2406.51,2406.51,2406.51
1999-02-15,2398.52,2398.52,2398.52,2398.52
1999-02-16,2353.32,2353.32,2353.32,2353.32
1999-02-17,2364.98,2364.98,2364.98,2364.98
1999-02-18,2359.33,2359.33,2359.33,2359.33
1999-02-19,2395.92,2395.92,2395.92,2395.92
1999-02-22,2371.29,2371.29,2371.29,2371.29
1999-02-23,2381.67,2381.67,2381.67,2381.67
1999-02-24,2373.75,2373.75,2373.75,2373.75
1999-02-25,2379.64,2379.64,2379.64,2379.64
1999-02-26,2376.55,2376.55,2376.55,2376.55
1999-03-01,2370.59,2370.59,2370.59,2370.59
1999-03-02,2370.12,2370.12,2370.12,2370.12
1999-03-03,2371.16,2371.16,2371.16,2371.16
1999-03-04,2382.64,2382.64,2382.64,2382.64
1999-03-05,2385.17,2385.17,2385.17,2385.17
1999-03-08,2411.89,2411.89,2411.89,2411.89
1999-03-09,2414.66,2414.66,2414.66,2414.66
1999-03-10,2421.12,2421.12,2421.12,2421.12
1999-03-11,2441.23,2441.23,2441.23,2441.23
1999-03-12,2407.84,2407.84,2407.84,2407.84
1999-03-15,2368.14,2368.14,2368.14,2368.14
1999-03-16,2340.51,2340.51,2340.51,2340.51
1999-03-17,2337.83,2337.83,2337.83,2337.83
1999-03-18,2334.39,2334.39,2334.39,2334.39
1999-03-19,2347.7,2347.7,2347.7,2347.7
1999-03-22,2353.44,2353.44,2353.44,2353.44
1999-03-23,2364.82,2364.82,2364.82,2364.82
1999-03-24,2330.76,2330.76,2330.76,2330.76
1999-03-25,2337.45,2337.45,2337.45,2337.45
1999-03-26,2324.27,2324.27,2324.27,2324.27
1999-03-29,2315.03,2315.03,2315.03,2315.03
1999-03-30,2301.77,2301.77,2301.77,2301.77
1999-03-31,2306.42,2306.42,2306.42,2306.42
1999-04-01,2318.81,2318.81,2318.81,2318.81
1999-04-06,2295.66,2295.66,2295.66,2295.66
1999-04-07,2315.53,2315.53,2315.53,2315.53
1999-04-08,2320.53,2320.53,2320.53,2320.53
1999-04-09,2321.28,2321.28,2321.28,2321.28
1999-04-12,2336.47,2336.47,2336.47,2336.47
1999-04-13,2340.38,2340.38,2340.38,2340.38
1999-04-14,2325.63,2325.63,2325.63,2325.63
1999-04-15,2349.51,2349.51,2349.51,2349.51
1999-04-16,2341.65,2341.65,2341.65,2341.65
1999-04-19,2353.91,2353.91,2353.91,2353.91
1999-04-20,2355.37,2355.37,2355.37,2355.37
1999-04-21,2338.28,2338.28,2338.28,2338.28
1999-04-22,2343.88,2343.88,2343.88,2343.88
1999-04-23,2332.92,2332.92,2332.92,2332.92
1999-04-26,2330.02,2330.02,2330.02,2330.02
1999-04-27,2331.61,2331.61,2331.61,2331.61
1999-04-28,2340.12,2340.12,2340.12,2340.12
1999-04-29,2366.51,2366.51,2366.51,2366.51
1999-04-30,2366,2366,2366,2366
1999-05-04,2353.19,2353.19,2353.19,2353.19
1999-05-05,2373.71,2373.71,2373.71,2373.71
1999-05-06,2396.76,2396.76,2396.76,2396.76
1999-05-07,2339.21,2339.21,2339.21,2339.21
1999-05-10,2296.26,2296.26,2296.26,2296.26
1999-05-11,2304.42,2304.42,2304.42,2304.42
1999-05-12,2290,2290,2290,2290
1999-05-13,2289.66,2289.66,2289.66,2289.66
1999-05-14,2287.94,2287.94,2287.94,2287.94
1999-05-17,2269.56,2269.56,2269.56,2269.56
1999-05-18,2264.95,2264.95,2264.95,2264.95
1999-05-19,2252.01,2252.01,2252.01,2252.01
1999-05-20,2268.32,2268.32,2268.32,2268.32
1999-05-21,2257.25,2257.25,2257.25,2257.25
1999-05-24,2254.94,2254.94,2254.94,2254.94
1999-05-25,2238.09,2238.09,2238.09,2238.09
1999-05-26,2228.49,2228.49,2228.49,2228.49
1999-05-27,2244.39,2244.39,2244.39,2244.39
1999-05-28,2234.46,2234.46,2234.46,2234.46
1999-05-31,2235.2,2235.2,2235.2,2235.2
1999-06-01,2216.22,2216.22,2216.22,2216.22
1999-06-02,2197.35,2197.35,2197.35,2197.35
1999-06-04,2186.66,2186.66,2186.66,2186.66
1999-06-07,2192.15,2192.15,2192.15,2192.15
1999-06-08,2163.23,2163.23,2163.23,2163.23
1999-06-09,2140.02,2140.02,2140.02,2140.02
1999-06-10,2133.39,2133.39,2133.39,2133.39
1999-06-11,2160.79,2160.79,2160.79,2160.79
1999-06-14,2160.29,2160.29,2160.29,2160.29
1999-06-15,2137.76,2137.76,2137.76,2137.76
1999-06-16,2140,2140,2140,2140
1999-06-17,2138.48,2138.48,2138.48,2138.48
1999-06-18,2138.18,2138.18,2138.18,2138.18
1999-06-21,2138.92,2138.92,2138.92,2138.92
1999-06-22,2137.11,2137.11,2137.11,2137.11
1999-06-23,2159.48,2159.48,2159.48,2159.48
1999-06-24,2169.03,2169.03,2169.03,2169.03
1999-06-25,2143.31,2143.31,2143.31,2143.31
1999-06-28,2160.51,2160.51,2160.51,2160.51
1999-06-29,2155.5,2155.5,2155.5,2155.5
1999-06-30,2150.83,2150.83,2150.83,2150.83
1999-07-01,2178.7,2178.7,2178.7,2178.7
1999-07-02,2180.9,2180.9,2180.9,2180.9
1999-07-05,2169.87,2169.87,2169.87,2169.87
1999-07-06,2120.83,2120.83,2120.83,2120.83
1999-07-07,2124.55,2124.55,2124.55,2124.55
1999-07-08,2134.66,2134.66,2134.66,2134.66
1999-07-09,2126.22,2126.22,2126.22,2126.22
1999-07-12,2117.62,2117.62,2117.62,2117.62
1999-07-13,2117.57,2117.57,2117.57,2117.57
1999-07-14,2096.16,2096.16,2096.16,2096.16
1999-07-15,2094.45,2094.45,2094.45,2094.45
1999-07-16,2104.26,2104.26,2104.26,2104.26
1999-07-19,2089.96,2089.96,2089.96,2089.96
1999-07-20,2093.02,2093.02,2093.02,2093.02
1999-07-21,2108.1,2108.1,2108.1,2108.1
1999-07-22,2121.15,2121.15,2121.15,2121.15
1999-07-23,2097.78,2097.78,2097.78,2097.78
1999-07-26,2092.62,2092.62,2092.62,2092.62
1999-07-27,2101.04,2101.04,2101.04,2101.04
1999-07-28,2096.39,2096.39,2096.39,2096.39
1999-07-29,2126.83,2126.83,2126.83,2126.83
1999-07-30,2114.52,2114.52,2114.52,2114.52
1999-08-02,2125.8,2125.8,2125.8,2125.8
1999-08-03,2117.4,2117.4,2117.4,2117.4
1999-08-04,2121.6,2121.6,2121.6,2121.6
1999-08-05,2118.61,2118.61,2118.61,2118.61
1999-08-06,2113.29,2113.29,2113.29,2113.29
1999-08-09,2121.09,2121.09,2121.09,2121.09
1999-08-10,2125.03,2125.03,2125.03,2125.03
1999-08-11,2131.91,2131.91,2131.91,2131.91
1999-08-12,2156.41,2156.41,2156.41,2156.41
1999-08-13,2169.13,2169.13,2169.13,2169.13
1999-08-16,2156.2,2156.2,2156.2,2156.2
1999-08-17,2160.02,2160.02,2160.02,2160.02
1999-08-18,2144.65,2144.65,2144.65,2144.65
1999-08-19,2132.72,2132.72,2132.72,2132.72
1999-08-20,2129.13,2129.13,2129.13,2129.13
1999-08-23,2105.7,2105.7,2105.7,2105.7
1999-08-24,2091.67,2091.67,2091.67,2091.67
1999-08-25,2088.28,2088.28,2088.28,2088.28
1999-08-26,2095.3,2095.3,2095.3,2095.3
1999-08-31,2110.19,2110.19,2110.19,2110.19
1999-09-01,2104.61,2104.61,2104.61,2104.61
1999-09-03,2080.43,2080.43,2080.43,2080.43
1999-09-06,2104.09,2104.09,2104.09,2104.09
1999-09-07,2128.82,2128.82,2128.82,2128.82
1999-09-08,2111.94,2111.94,2111.94,2111.94
1999-09-09,2113.08,2113.08,2113.08,2113.08
1999-09-10,2128.41,2128.41,2128.41,2128.41
1999-09-13,2123.3,2123.3,2123.3,2123.3
1999-09-14,2138.55,2138.55,2138.55,2138.55
1999-09-15,2121.39,2121.39,2121.39,2121.39
1999-09-16,2118.07,2118.07,2118.07,2118.07
1999-09-17,2108.43,2108.43,2108.43,2108.43
1999-09-20,2109.63,2109.63,2109.63,2109.63
1999-09-21,2150.93,2150.93,2150.93,2150.93
1999-09-22,2183.77,2183.77,2183.77,2183.77
1999-09-23,2212.75,2212.75,2212.75,2212.75
1999-09-24,2224.02,2224.02,2224.02,2224.02
1999-09-27,2318.75,2318.75,2318.75,2318.75
1999-09-28,2561.1,2561.1,2561.1,2561.1
1999-09-29,2498.49,2498.49,2498.49,2498.49
1999-09-30,2466.8,2466.8,2466.8,2466.8
1999-10-01,2546.82,2546.82,2546.82,2546.82
1999-10-04,2634.56,2634.56,2634.56,2634.56
1999-10-05,2686.54,2686.54,2686.54,2686.54
1999-10-06,2701.38,2701.38,2701.38,2701.38
1999-10-07,2672.75,2672.75,2672.75,2672.75
1999-10-08,2658.3,2658.3,2658.3,2658.3
1999-10-11,2641.7,2641.7,2641.7,2641.7
1999-10-12,2624.21,2624.21,2624.21,2624.21
1999-10-13,2654.47,2654.47,2654.47,2654.47
1999-10-14,2590.48,2590.48,2590.48,2590.48
1999-10-15,2612.94,2612.94,2612.94,2612.94
1999-10-18,2565.03,2565.03,2565.03,2565.03
1999-10-19,2556.36,2556.36,2556.36,2556.36
1999-10-20,2536.74,2536.74,2536.74,2536.74
1999-10-21,2525.15,2525.15,2525.15,2525.15
1999-10-22,2504.02,2504.02,2504.02,2504.02
1999-10-25,2484.42,2484.42,2484.42,2484.42
1999-10-26,2411.3,2411.3,2411.3,2411.3
1999-10-27,2444.53,2444.53,2444.53,2444.53
1999-10-28,2468.22,2468.22,2468.22,2468.22
1999-10-29,2485.72,2485.72,2485.72,2485.72
1999-11-02,2411.5,2411.5,2411.5,2411.5
1999-11-03,2447.18,2447.18,2447.18,2447.18
1999-11-04,2447.49,2447.49,2447.49,2447.49
1999-11-05,2362.01,2362.01,2362.01,2362.01
1999-11-08,2434.58,2434.58,2434.58,2434.58
1999-11-09,2422.53,2422.53,2422.53,2422.53
1999-11-10,2478.72,2478.72,2478.72,2478.72
1999-11-15,2391.72,2391.72,2391.72,2391.72
1999-11-16,2421.42,2421.42,2421.42,2421.42
1999-11-17,2415.61,2415.61,2415.61,2415.61
1999-11-18,2446.2,2446.2,2446.2,2446.2
1999-11-19,2433.44,2433.44,2433.44,2433.44
1999-11-22,2442.82,2442.82,2442.82,2442.82
1999-11-23,2469.36,2469.36,2469.36,2469.36
1999-11-24,2474.78,2474.78,2474.78,2474.78
1999-11-25,2472.46,2472.46,2472.46,2472.46
1999-11-26,2468.24,2468.24,2468.24,2468.24
1999-11-29,2438.93,2438.93,2438.93,2438.93
1999-11-30,2373.6,2373.6,2373.6,2373.6
1999-12-01,2403.51,2403.51,2403.51,2403.51
1999-12-02,2340.96,2340.96,2340.96,2340.96
1999-12-03,2306.34,2306.34,2306.34,2306.34
1999-12-06,2259.2,2259.2,2259.2,2259.2
1999-12-07,2347.59,2347.59,2347.59,2347.59
1999-12-08,2322.03,2322.03,2322.03,2322.03
1999-12-09,2299.12,2299.12,2299.12,2299.12
1999-12-10,2301.54,2301.54,2301.54,2301.54
1999-12-13,2325.63,2325.63,2325.63,2325.63
1999-12-14,2325.03,2325.03,2325.03,2325.03
1999-12-15,2328.23,2328.23,2328.23,2328.23
1999-12-16,2323.69,2323.69,2323.69,2323.69
1999-12-17,2355.64,2355.64,2355.64,2355.64
1999-12-20,2339.62,2339.62,2339.62,2339.62
1999-12-21,2371.26,2371.26,2371.26,2371.26
1999-12-22,2383.15,2383.15,2383.15,2383.15
1999-12-23,2359.78,2359.78,2359.78,2359.78
1999-12-24,2380.76,2380.76,2380.76,2380.76
1999-12-27,2386.89,2386.89,2386.89,2386.89
1999-12-28,2402.73,2402.73,2402.73,2402.73
1999-12-29,2406.81,2406.81,2406.81,2406.81
1999-12-30,2383.23,2383.23,2383.23,2383.23
2000-01-03,2396.94,2396.94,2396.94,2396.94
2000-01-04,2333.47,2333.47,2333.47,2333.47
2000-01-05,2323.58,2323.58,2323.58,2323.58
2000-01-06,2308.78,2308.78,2308.78,2308.78
2000-01-07,2321.86,2321.86,2321.86,2321.86
2000-01-10,2333.88,2333.88,2333.88,2333.88
2000-01-11,2355.71,2355.71,2355.71,2355.71
2000-01-12,2332.25,2332.25,2332.25,2332.25
2000-01-13,2351.86,2351.86,2351.86,2351.86
2000-01-14,2355.94,2355.94,2355.94,2355.94
2000-01-17,2357.59,2357.59,2357.59,2357.59
2000-01-18,2403.26,2403.26,2403.26,2403.26
2000-01-19,2387.31,2387.31,2387.31,2387.31
2000-01-20,2382.4,2382.4,2382.4,2382.4
2000-01-21,2390.82,2390.82,2390.82,2390.82
2000-01-24,2384.52,2384.52,2384.52,2384.52
2000-01-25,2371.49,2371.49,2371.49,2371.49
2000-01-26,2370.43,2370.43,2370.43,2370.43
2000-01-27,2389.26,2389.26,2389.26,2389.26
2000-01-28,2363.82,2363.82,2363.82,2363.82
2000-01-31,2345.07,2345.07,2345.07,2345.07
2000-02-01,2351.79,2351.79,2351.79,2351.79
2000-02-02,2344.24,2344.24,2344.24,2344.24
2000-02-03,2349.14,2349.14,2349.14,2349.14
2000-02-04,2581.93,2581.93,2581.93,2581.93
2000-02-07,2527.76,2527.76,2527.76,2527.76
2000-02-08,2457.29,2457.29,2457.29,2457.29
2000-02-09,2541.02,2541.02,2541.02,2541.02
2000-02-10,2611.55,2611.55,2611.55,2611.55
2000-02-11,2581.55,2581.55,2581.55,2581.55
2000-02-14,2556.47,2556.47,2556.47,2556.47
2000-02-15,2488.54,2488.54,2488.54,2488.54
2000-02-16,2499.5,2499.5,2499.5,2499.5
2000-02-17,2484.91,2484.91,2484.91,2484.91
2000-02-18,2528.25,2528.25,2528.25,2528.25
2000-02-21,2521.63,2521.63,2521.63,2521.63
2000-02-22,2519.24,2519.24,2519.24,2519.24
2000-02-23,2470.21,2470.21,2470.21,2470.21
2000-02-24,2479.19,2479.19,2479.19,2479.19
2000-02-25,2435.79,2435.79,2435.79,2435.79
2000-02-28,2418.11,2418.11,2418.11,2418.11
2000-02-29,2423.76,2423.76,2423.76,2423.76
2000-03-01,2361.72,2361.72,2361.72,2361.72
2000-03-02,2388.6,2388.6,2388.6,2388.6
2000-03-03,2382.1,2382.1,2382.1,2382.1
2000-03-06,2387.76,2387.76,2387.76,2387.76
2000-03-07,2432.38,2432.38,2432.38,2432.38
2000-03-08,2392.79,2392.79,2392.79,2392.79
2000-03-09,2388.6,2388.6,2388.6,2388.6
2000-03-10,2392.8,2392.8,2392.8,2392.8
2000-03-13,2403.63,2403.63,2403.63,2403.63
2000-03-14,2385.95,2385.95,2385.95,2385.95
2000-03-15,2395.05,2395.05,2395.05,2395.05
2000-03-16,2370.02,2370.02,2370.02,2370.02
2000-03-17,2353.3,2353.3,2353.3,2353.3
2000-03-20,2355.57,2355.57,2355.57,2355.57
2000-03-21,2399.75,2399.75,2399.75,2399.75
2000-03-22,2380.08,2380.08,2380.08,2380.08
2000-03-23,2349.83,2349.83,2349.83,2349.83
2000-03-24,2354.51,2354.51,2354.51,2354.51
2000-03-27,2318.42,2318.42,2318.42,2318.42
2000-03-28,2321.54,2321.54,2321.54,2321.54
2000-03-29,2295.98,2295.98,2295.98,2295.98
2000-03-30,2306.3,2306.3,2306.3,2306.3
2000-03-31,2300.16,2300.16,2300.16,2300.16
2000-04-03,2312.78,2312.78,2312.78,2312.78
2000-04-04,2355.27,2355.27,2355.27,2355.27
2000-04-05,2335.97,2335.97,2335.97,2335.97
2000-04-06,2312.25,2312.25,2312.25,2312.25
2000-04-07,2302.66,2302.66,2302.66,2302.66
2000-04-10,2332.6,2332.6,2332.6,2332.6
2000-04-11,2302.47,2302.47,2302.47,2302.47
2000-04-12,2363.16,2363.16,2363.16,2363.16
2000-04-13,2338.9,2338.9,2338.9,2338.9
2000-04-14,2375.57,2375.57,2375.57,2375.57
2000-04-17,2317.52,2317.52,2317.52,2317.52
2000-04-18,2321.71,2321.71,2321.71,2321.71
2000-04-19,2340.47,2340.47,2340.47,2340.47
2000-04-20,2318.98,2318.98,2318.98,2318.98
2000-04-21,2314.96,2314.96,2314.96,2314.96
2000-04-25,2309.77,2309.77,2309.77,2309.77
2000-04-26,2279.28,2279.28,2279.28,2279.28
2000-04-27,2336.09,2336.09,2336.09,2336.09
2000-04-28,2285.66,2285.66,2285.66,2285.66
2000-05-02,2289.96,2289.96,2289.96,2289.96
2000-05-04,2330.54,2330.54,2330.54,2330.54
2000-05-05,2303.02,2303.02,2303.02,2303.02
2000-05-08,2231.26,2231.26,2231.26,2231.26
2000-05-09,2275.14,2275.14,2275.14,2275.14
2000-05-10,2303.94,2303.94,2303.94,2303.94
2000-05-11,2267.87,2267.87,2267.87,2267.87
2000-05-12,2293.99,2293.99,2293.99,2293.99
2000-05-15,2238.58,2238.58,2238.58,2238.58
2000-05-16,2294.4,2294.4,2294.4,2294.4
2000-05-17,2278.13,2278.13,2278.13,2278.13
2000-05-18,2237.44,2237.44,2237.44,2237.44
2000-05-19,2266.81,2266.81,2266.81,2266.81
2000-05-22,2292.24,2292.24,2292.24,2292.24
2000-05-23,2270.56,2270.56,2270.56,2270.56
2000-05-24,2259.01,2259.01,2259.01,2259.01
2000-05-25,2250.83,2250.83,2250.83,2250.83
2000-05-26,2242.17,2242.17,2242.17,2242.17
2000-05-29,2258.01,2258.01,2258.01,2258.01
2000-05-30,2249.03,2249.03,2249.03,2249.03
2000-05-31,2252.59,2252.59,2252.59,2252.59
2000-06-01,2256.05,2256.05,2256.05,2256.05
2000-06-02,2304.78,2304.78,2304.78,2304.78
2000-06-05,2345.28,2345.28,2345.28,2345.28
2000-06-06,2384.02,2384.02,2384.02,2384.02
2000-06-07,2379.59,2379.59,2379.59,2379.59
2000-06-08,2353.61,2353.61,2353.61,2353.61
2000-06-09,2349.75,2349.75,2349.75,2349.75
2000-06-12,2372.08,2372.08,2372.08,2372.08
2000-06-13,2375.21,2375.21,2375.21,2375.21
2000-06-14,2422.3,2422.3,2422.3,2422.3
2000-06-15,2392.25,2392.25,2392.25,2392.25
2000-06-16,2393.18,2393.18,2393.18,2393.18
2000-06-19,2369.56,2369.56,2369.56,2369.56
2000-06-20,2365.69,2365.69,2365.69,2365.69
2000-06-21,2362.99,2362.99,2362.99,2362.99
2000-06-23,2343.6,2343.6,2343.6,2343.6
2000-06-26,2336.92,2336.92,2336.92,2336.92
2000-06-27,2352.06,2352.06,2352.06,2352.06
2000-06-28,2420.6,2420.6,2420.6,2420.6
2000-06-29,2384.27,2384.27,2384.27,2384.27
2000-06-30,2379.34,2379.34,2379.34,2379.34
2000-07-03,2349.71,2349.71,2349.71,2349.71
2000-07-04,2378.58,2378.58,2378.58,2378.58
2000-07-05,2356.57,2356.57,2356.57,2356.57
2000-07-06,2347.64,2347.64,2347.64,2347.64
2000-07-07,2347.19,2347.19,2347.19,2347.19
2000-07-10,2337.11,2337.11,2337.11,2337.11
2000-07-11,2331.59,2331.59,2331.59,2331.59
2000-07-12,2331.34,2331.34,2331.34,2331.34
2000-07-13,2310.05,2310.05,2310.05,2310.05
2000-07-14,2322.83,2322.83,2322.83,2322.83
2000-07-17,2330.91,2330.91,2330.91,2330.91
2000-07-18,2346.15,2346.15,2346.15,2346.15
2000-07-19,2308.28,2308.28,2308.28,2308.28
2000-07-20,2297.17,2297.17,2297.17,2297.17
2000-07-21,2315.83,2315.83,2315.83,2315.83
2000-07-24,2303.39,2303.39,2303.39,2303.39
2000-07-25,2303.55,2303.55,2303.55,2303.55
2000-07-26,2312.89,2312.89,2312.89,2312.89
2000-07-27,2308.29,2308.29,2308.29,2308.29
2000-07-28,2308.43,2308.43,2308.43,2308.43
2000-07-31,2293.46,2293.46,2293.46,2293.46
2000-08-01,2294.08,2294.08,2294.08,2294.08
2000-08-02,2297.94,2297.94,2297.94,2297.94
2000-08-03,2281.07,2281.07,2281.07,2281.07
2000-08-04,2248.12,2248.12,2248.12,2248.12
2000-08-07,2250.05,2250.05,2250.05,2250.05
2000-08-08,2256.05,2256.05,2256.05,2256.05
2000-08-09,2252.13,2252.13,2252.13,2252.13
2000-08-10,2250.28,2250.28,2250.28,2250.28
2000-08-11,2284.46,2284.46,2284.46,2284.46
2000-08-14,2271.43,2271.43,2271.43,2271.43
2000-08-16,2292.14,2292.14,2292.14,2292.14
2000-08-17,2295.3,2295.3,2295.3,2295.3
2000-08-18,2282.15,2282.15,2282.15,2282.15
2000-08-21,2265.16,2265.16,2265.16,2265.16
2000-08-22,2256.21,2256.21,2256.21,2256.21
2000-08-23,2246.38,2246.38,2246.38,2246.38
2000-08-24,2269.18,2269.18,2269.18,2269.18
2000-08-25,2259.16,2259.16,2259.16,2259.16
2000-08-28,2269.46,2269.46,2269.46,2269.46
2000-08-29,2269.71,2269.71,2269.71,2269.71
2000-08-30,2258.06,2258.06,2258.06,2258.06
2000-08-31,2294.03,2294.03,2294.03,2294.03
2000-09-01,2270.42,2270.42,2270.42,2270.42
2000-09-04,2270.66,2270.66,2270.66,2270.66
2000-09-05,2280.53,2280.53,2280.53,2280.53
2000-09-06,2280.83,2280.83,2280.83,2280.83
2000-09-07,2261.93,2261.93,2261.93,2261.93
2000-09-08,2264.72,2264.72,2264.72,2264.72
2000-09-11,2262.95,2262.95,2262.95,2262.95
2000-09-12,2269.94,2269.94,2269.94,2269.94
2000-09-13,2257.23,2257.23,2257.23,2257.23
2000-09-14,2253.68,2253.68,2253.68,2253.68
2000-09-15,2254.2,2254.2,2254.2,2254.2
2000-09-18,2248.54,2248.54,2248.54,2248.54
2000-09-19,2256.09,2256.09,2256.09,2256.09
2000-09-20,2228.42,2228.42,2228.42,2228.42
2000-09-21,2227.41,2227.41,2227.41,2227.41
2000-09-22,2240.48,2240.48,2240.48,2240.48
2000-09-25,2276.87,2276.87,2276.87,2276.87
2000-09-26,2270.09,2270.09,2270.09,2270.09
2000-09-27,2307.69,2307.69,2307.69,2307.69
2000-09-28,2262.3,2262.3,2262.3,2262.3
2000-09-29,2262.95,2262.95,2262.95,2262.95
2000-10-02,2284.4,2284.4,2284.4,2284.4
2000-10-03,2237.7,2237.7,2237.7,2237.7
2000-10-04,2241.03,2241.03,2241.03,2241.03
2000-10-05,2236.39,2236.39,2236.39,2236.39
2000-10-06,2227.46,2227.46,2227.46,2227.46
2000-10-09,2242.07,2242.07,2242.07,2242.07
2000-10-10,2271.82,2271.82,2271.82,2271.82
2000-10-11,2263.71,2263.71,2263.71,2263.71
2000-10-12,2313.57,2313.57,2313.57,2313.57
2000-10-13,2251.63,2251.63,2251.63,2251.63
2000-10-16,2256.64,2256.64,2256.64,2256.64
2000-10-17,2238.31,2238.31,2238.31,2238.31
2000-10-18,2260.58,2260.58,2260.58,2260.58
2000-10-19,2224.18,2224.18,2224.18,2224.18
2000-10-20,2262.88,2262.88,2262.88,2262.88
2000-10-23,2233.35,2233.35,2233.35,2233.35
2000-10-24,2218.89,2218.89,2218.89,2218.89
2000-10-25,2212.41,2212.41,2212.41,2212.41
2000-10-26,2198.62,2198.62,2198.62,2198.62
2000-10-30,2182.85,2182.85,2182.85,2182.85
2000-10-31,2171.76,2171.76,2171.76,2171.76
2000-11-02,2162.21,2162.21,2162.21,2162.21
2000-11-03,2183.91,2183.91,2183.91,2183.91
2000-11-06,2204.07,2204.07,2204.07,2204.07
2000-11-07,2204.97,2204.97,2204.97,2204.97
2000-11-08,2204.04,2204.04,2204.04,2204.04
2000-11-09,2195.39,2195.39,2195.39,2195.39
2000-11-10,2198.84,2198.84,2198.84,2198.84
2000-11-13,2185.36,2185.36,2185.36,2185.36
2000-11-14,2189.6,2189.6,2189.6,2189.6
2000-11-15,2206.23,2206.23,2206.23,2206.23
2000-11-16,2202.93,2202.93,2202.93,2202.93
2000-11-17,2200.29,2200.29,2200.29,2200.29
2000-11-20,2209.16,2209.16,2209.16,2209.16
2000-11-21,2196.05,2196.05,2196.05,2196.05
2000-11-22,2209.55,2209.55,2209.55,2209.55
2000-11-23,2198.56,2198.56,2198.56,2198.56
2000-11-24,2184.84,2184.84,2184.84,2184.84
2000-11-27,2204.62,2204.62,2204.62,2204.62
2000-11-28,2252.17,2252.17,2252.17,2252.17
2000-11-29,2200.81,2200.81,2200.81,2200.81
2000-11-30,2244.63,2244.63,2244.63,2244.63
2000-12-01,2231.1,2231.1,2231.1,2231.1
2000-12-04,2221.4,2221.4,2221.4,2221.4
2000-12-05,2237.19,2237.19,2237.19,2237.19
2000-12-06,2263.94,2263.94,2263.94,2263.94
2000-12-07,2278.48,2278.48,2278.48,2278.48
2000-12-08,2264.68,2264.68,2264.68,2264.68
2000-12-11,2239.11,2239.11,2239.11,2239.11
2000-12-12,2245.71,2245.71,2245.71,2245.71
2000-12-13,2224.52,2224.52,2224.52,2224.52
2000-12-14,2231.7,2231.7,2231.7,2231.7
2000-12-15,2235.36,2235.36,2235.36,2235.36
2000-12-18,2229.46,2229.46,2229.46,2229.46
2000-12-19,2236.97,2236.97,2236.97,2236.97
2000-12-20,2243.52,2243.52,2243.52,2243.52
2000-12-21,2261.09,2261.09,2261.09,2261.09
2000-12-22,2248.47,2248.47,2248.47,2248.47
2000-12-27,2266.56,2266.56,2266.56,2266.56
2000-12-28,2256.65,2256.65,2256.65,2256.65
2000-12-29,2245.75,2245.75,2245.75,2245.75
2001-01-02,2215.04,2215.04,2215.04,2215.04
2001-01-03,2243.9,2243.9,2243.9,2243.9
2001-01-04,2207.71,2207.71,2207.71,2207.71
2001-01-05,2216.82,2216.82,2216.82,2216.82
2001-01-08,2221.32,2221.32,2221.32,2221.32
2001-01-09,2229.15,2229.15,2229.15,2229.15
2001-01-10,2181.96,2181.96,2181.96,2181.96
2001-01-11,2166.63,2166.63,2166.63,2166.63
2001-01-12,2178.38,2178.38,2178.38,2178.38
2001-01-15,2185.74,2185.74,2185.74,2185.74
2001-01-16,2175.14,2175.14,2175.14,2175.14
2001-01-17,2192.17,2192.17,2192.17,2192.17
2001-01-18,2183.54,2183.54,2183.54,2183.54
2001-01-19,2203.97,2203.97,2203.97,2203.97
2001-01-22,2195.95,2195.95,2195.95,2195.95
2001-01-23,2213.02,2213.02,2213.02,2213.02
2001-01-24,2197.82,2197.82,2197.82,2197.82
2001-01-25,2184.94,2184.94,2184.94,2184.94
2001-01-26,2181.85,2181.85,2181.85,2181.85
2001-01-30,2181.75,2181.75,2181.75,2181.75
2001-01-31,2197.25,2197.25,2197.25,2197.25
2001-02-01,2203.67,2203.67,2203.67,2203.67
2001-02-02,2215.36,2215.36,2215.36,2215.36
2001-02-05,2194.62,2194.62,2194.62,2194.62
2001-02-06,2183.74,2183.74,2183.74,2183.74
2001-02-07,2161.39,2161.39,2161.39,2161.39
2001-02-08,2174.88,2174.88,2174.88,2174.88
2001-02-09,2142.71,2142.71,2142.71,2142.71
2001-02-12,2144.3,2144.3,2144.3,2144.3
2001-02-14,2150.82,2150.82,2150.82,2150.82
2001-02-15,2119.81,2119.81,2119.81,2119.81
2001-02-16,2133.63,2133.63,2133.63,2133.63
2001-02-19,2151.26,2151.26,2151.26,2151.26
2001-02-20,2122.37,2122.37,2122.37,2122.37
2001-02-21,2165.76,2165.76,2165.76,2165.76
2001-02-22,2141.86,2141.86,2141.86,2141.86
2001-02-23,2154.55,2154.55,2154.55,2154.55
